filename,class_label,data_source
C:\Users\user\Desktop\FSDKaggle2018.audio_train\87286ca4.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\87389ed4.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\874959d9.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8755f4f5.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\87608845.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8767dfe3.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\876cd66b.wav,Meow,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\876fee0d.wav,Burping_or_eructation,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\876ff433.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\877cf83e.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8790323b.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\879796a5.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\879ca7a3.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\879ed758.wav,Telephone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\87a12c75.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\87a2b293.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\87b9435b.wav,Scissors,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\87d039f6.wav,Electric_piano,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\87e8ae71.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\87f61fc5.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\87f9edd8.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\87fc1fad.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\87fc3b03.wav,Squeak,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\880c48fa.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\880ddc3a.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\880f4f68.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\881ef01f.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\882d631c.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\884395c9.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88472317.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88482f9c.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88500b88.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88507406.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8855b468.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8861d942.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8863113b.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8865cc0e.wav,Computer_keyboard,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\886f3b89.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\887435e1.wav,Gunshot_or_gunfire,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88780eac.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88811cbe.wav,Glockenspiel,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\888cff5e.wav,Drawer_open_or_close,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88928a07.wav,Burping_or_eructation,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\889a0bc2.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\889edf2f.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88ac1360.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88c42e27.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88cb5fa7.wav,Gunshot_or_gunfire,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88dbcd44.wav,Keys_jangling,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88e24910.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88e792b8.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88e99f1c.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88f4eb4d.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\88fd411f.wav,Snare_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89055011.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8916ffcd.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\892505e9.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89269203.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8928d1c6.wav,Bus,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\892a2db5.wav,Electric_piano,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\893427c3.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\893af25d.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89462d3b.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\894fd536.wav,Squeak,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89515baf.wav,Meow,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8952eee3.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\896797e3.wav,Computer_keyboard,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\897eed84.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\897fc1c4.wav,Chime,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8986cced.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8987511f.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\898a757e.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\899e2e78.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\899eb17b.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89a058e2.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89a645fe.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89adfd2e.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89affc19.wav,Cough,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89b17560.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89c2111f.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89c5c01b.wav,Harmonica,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89d12569.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89d16dbb.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89d4119c.wav,Oboe,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89da251b.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89e2578a.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89e543b0.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89f13bb9.wav,Bus,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89f33989.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\89f8b625.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a05af88.wav,Chime,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a11b736.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a13412a.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a2f4e19.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a364f26.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a3e5147.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a45aa41.wav,Gunshot_or_gunfire,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a4d0d1e.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a4fce15.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a635ff8.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a68f631.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a6ad56f.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a6c6627.wav,Snare_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a739529.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a843f42.wav,Snare_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a853191.wav,Telephone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a8a9e60.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8a9c77de.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8aaada9f.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8aab3694.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ac249cc.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ad0ed99.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ad14a86.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ae50c6c.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ae68e01.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ae899e7.wav,Telephone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8aeb76f4.wav,Burping_or_eructation,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8af3c40f.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b0408b1.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b12ea14.wav,Burping_or_eructation,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b14e805.wav,Snare_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b28686b.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b33f120.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b3be47e.wav,Oboe,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b466188.wav,Scissors,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b49f457.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b563f92.wav,Oboe,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b5798fc.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b5d8ca5.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b5fbd09.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b613dd2.wav,Gunshot_or_gunfire,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b65c98b.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b68eef8.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b6a16de.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b76e49d.wav,Cough,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b774232.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8b911fb3.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ba4228c.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8bace939.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8bbd48e2.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8bc4df93.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8bc9a0b0.wav,Keys_jangling,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8bd07e1d.wav,Squeak,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8bd43789.wav,Cough,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8bd786e4.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8bd954b8.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8bdab359.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8bf04217.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8bf2660c.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8bf73516.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8bff2f37.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c048e36.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c0e42bb.wav,Computer_keyboard,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c1a31cf.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c1d4c50.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c214788.wav,Snare_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c3697ba.wav,Chime,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c3aab76.wav,Oboe,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c3c2bee.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c452b56.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c4c25d9.wav,Laughter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c4d172c.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c4e655a.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c525564.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c593c6e.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c5de0f8.wav,Meow,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c639bdb.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c70ed9b.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c78be1b.wav,Snare_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c7b4f0e.wav,Telephone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c7f9a97.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c8112f6.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c864a74.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c880b2a.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c955bf1.wav,Finger_snapping,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c9da787.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8c9db47d.wav,Drawer_open_or_close,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ca18c58.wav,Oboe,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8cb2b991.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8cc1f61d.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8cc7897c.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8cce99fa.wav,Telephone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8cd1bd28.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8cd809d3.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ce07f01.wav,Harmonica,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ce2e863.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ce4c32b.wav,Oboe,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8cec30c7.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8cfbfd2c.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d089129.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d0d7231.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d1109d2.wav,Gunshot_or_gunfire,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d1c02e7.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d1e3202.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d314fba.wav,Oboe,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d31e024.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d3a58d0.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d3acc31.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d3fff7f.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d458e5a.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d490c5e.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d4a12e6.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d4f9ffa.wav,Double_bass,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d50a022.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d51290f.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d5d3920.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d637767.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d647117.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d6823f1.wav,Chime,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d72a0b3.wav,Flute,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d740ee0.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d742748.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d7a9c06.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d7aae4f.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d7d7dba.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d7e73e0.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d8a80b5.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d8ed10d.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d8fb79c.wav,Glockenspiel,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8d915840.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8da48ff3.wav,Squeak,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8da5ec66.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8da6c391.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8da75280.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8db20ce5.wav,Chime,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8dccb289.wav,Keys_jangling,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8dd47439.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8dd69b5e.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8dde6929.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8de17a01.wav,Drawer_open_or_close,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8de2c5c4.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8de5e04d.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8df80bfa.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8dfd2855.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e02faf0.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e07e2e1.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e09320a.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e0d525a.wav,Chime,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e112616.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e135724.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e149650.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e21023c.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e26553c.wav,Writing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e2d8cf6.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e2df31d.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e2f7700.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e30295e.wav,Computer_keyboard,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e33db3e.wav,Chime,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e3eac13.wav,Gong,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e4222a4.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e431770.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e48f5a7.wav,Violin_or_fiddle,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e54d47b.wav,Oboe,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e58f5e5.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e61b0a5.wav,Squeak,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e718b85.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e71e639.wav,Fart,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e741321.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e7512f7.wav,Snare_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e7aa2e1.wav,Harmonica,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e8abdc1.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e985727.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8e9d1edf.wav,Knock,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ea4789f.wav,Bass_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8eaa7d44.wav,Trumpet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8eab7b01.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8eae7d07.wav,Computer_keyboard,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8eb59f72.wav,Fireworks,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ebeeb5b.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ee44fb5.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8eee05c1.wav,Oboe,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8ef998b5.wav,Burping_or_eructation,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f02b1f2.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f0513e9.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f0a4562.wav,Bark,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f10f476.wav,Hi-hat,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f15c883.wav,Burping_or_eructation,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f19ac6d.wav,Cough,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f19c3a5.wav,Snare_drum,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f223da9.wav,Saxophone,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f2fd2f4.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f339c50.wav,Acoustic_guitar,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f399fa2.wav,Tearing,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f41f868.wav,Shatter,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f4390df.wav,Cello,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f4643d4.wav,Cowbell,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f5cdb59.wav,Harmonica,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f5d2164.wav,Tambourine,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f5e0b34.wav,Applause,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f6071d2.wav,Microwave_oven,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f6fc115.wav,Clarinet,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f7a89f4.wav,Gunshot_or_gunfire,FSD
C:\Users\user\Desktop\FSDKaggle2018.audio_train\8f85b428.wav,Fart,FSD
